product_id,name,category,brand,price,description,specifications,features,rating,stock_count
615,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,258694,Advanced laptop designed for daily use with exceptional performance and modern features.,"Display: 16.7-inch QHD, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, Thunderbolt, Wi-Fi 6, Long battery life, Backlit keyboard, Lightweight",3.7,90
616,Nothing Phone (1),Smartphone,Nothing,70440,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 7.6-inch OLED, Storage: 128GB, RAM: 16GB, Battery: 3542mAh","Multiple cameras, High refresh rate, Fingerprint, Face unlock, Fast charging",4.6,58
617,HP Spectre x360 14,Laptop,HP,146585,Versatile laptop designed for gaming with exceptional performance and modern features.,"Display: 14.7-inch 4K, Storage: 1TB SSD, RAM: 64GB, Processor: Intel i7","Wi-Fi 6, SSD storage, Fingerprint reader, Thunderbolt",4.7,74
618,Oppo F23 Pro,Smartphone,Oppo,130290,Sleek smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.1-inch Retina, Storage: 256GB, RAM: 16GB, Battery: 3024mAh","Fingerprint, Water resistant, AMOLED display, Face unlock, Fast charging, Multiple cameras",4.6,11
619,Razer Blade 14,Laptop,Razer,45726,Professional laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 512GB SSD, RAM: 16GB, Processor: M3","Long battery life, Thunderbolt, Dedicated graphics, USB-C, Lightweight",4.5,80
620,Vivo X100 Pro,Smartphone,Vivo,90269,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 6.8-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 5938mAh","Fingerprint, High refresh rate, 5G, Face unlock, Fast charging",4.8,57
621,Google Pixel 6a,Smartphone,Google,239641,Premium smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch OLED, Storage: 128GB, RAM: 12GB, Battery: 3693mAh","Water resistant, Fingerprint, Multiple cameras, Wireless charging",4.5,88
622,Motorola Razr+ (2023),Smartphone,Motorola,95517,High-performance smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 512GB, RAM: 16GB, Battery: 4293mAh","AMOLED display, Face unlock, Fast charging",4.7,14
623,Dell XPS 13 Plus,Laptop,Dell,125795,Professional laptop designed for productivity with exceptional performance and modern features.,"Display: 13.4-inch 2K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Long battery life, Lightweight, Touch screen, Dedicated graphics, Fingerprint reader",4.3,50
624,Razer Blade 14,Laptop,Razer,231999,Cutting-edge laptop designed for business with exceptional performance and modern features.,"Display: 16.4-inch 4K, Storage: 1TB SSD, RAM: 32GB, Processor: Intel i9","Dedicated graphics, Backlit keyboard, Long battery life, Touch screen",4.0,29
625,Google Pixel 7a,Smartphone,Google,24029,Cutting-edge smartphone designed for daily use with exceptional performance and modern features.,"Display: 10.0-inch LCD, Storage: 64GB, RAM: 12GB, Battery: 5738mAh","High refresh rate, AI photography, Fingerprint, AMOLED display",4.8,7
626,Google Pixel 7a,Smartphone,Google,64071,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 6.8-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 5938mAh","Fingerprint, High refresh rate, 5G, Face unlock, Fast charging",4.2,79
627,Asus Zenbook 14 OLED,Laptop,Asus,146772,Advanced laptop designed for content creation with exceptional performance and modern features.,"Display: 15.1-inch FHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i7","Backlit keyboard, Fingerprint reader, USB-C, SSD storage, Lightweight, Wi-Fi 6",4.8,44
628,Samsung Galaxy Book3 Pro 360,Laptop,Samsung,65145,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Thunderbolt, SSD storage",3.6,35
629,Apple MacBook Air (M2),Laptop,Apple,183751,High-performance laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.2-inch 4K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Wi-Fi 6, Touch screen, SSD storage, USB-C, Dedicated graphics",3.9,71
630,HP Pavilion Aero 13,Laptop,HP,191671,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i9","Fingerprint reader, SSD storage, Touch screen, USB-C, Lightweight",4.3,22
631,Honor Magic5 Pro,Smartphone,Honor,99697,High-performance smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 512GB, RAM: 16GB, Battery: 4293mAh","AMOLED display, Face unlock, Fast charging",4.8,22
632,Nokia G42,Smartphone,Nokia,139474,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 7.4-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4548mAh","AMOLED display, 5G, Fingerprint, Fast charging, AI photography",3.8,66
633,Sony Xperia 1 V,Smartphone,Sony,139255,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 5.6-inch Retina, Storage: 128GB, RAM: 4GB, Battery: 3114mAh","Face unlock, Water resistant, Wireless charging, Fingerprint",4.5,18
634,LG Gram Style,Laptop,LG,297743,Premium laptop designed for professional work with exceptional performance and modern features.,"Display: 13.2-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: M1","Fingerprint reader, Lightweight, Long battery life",5.0,26
635,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,276867,Sleek laptop designed for professional work with exceptional performance and modern features.,"Display: 15.8-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: AMD Ryzen 7","Thunderbolt, Fingerprint reader, Dedicated graphics, Long battery life, Backlit keyboard",4.2,64
636,Samsung Galaxy A54,Smartphone,Samsung,37786,Cutting-edge smartphone designed for daily use with exceptional performance and modern features.,"Display: 10.0-inch LCD, Storage: 64GB, RAM: 12GB, Battery: 5738mAh","High refresh rate, AI photography, Fingerprint, AMOLED display",4.8,69
637,Framework Laptop 13,Laptop,Framework,196385,Advanced laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.9-inch 4K, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","Dedicated graphics, Long battery life, SSD storage",4.6,80
638,LG Gram 17 (2023),Laptop,LG,161199,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.8-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i9","SSD storage, Touch screen, Dedicated graphics, USB-C, Fingerprint reader",4.3,41
639,HP Pavilion Aero 13,Laptop,HP,62567,Versatile laptop designed for productivity with exceptional performance and modern features.,"Display: 16.2-inch QHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i7","SSD storage, Fingerprint reader, Backlit keyboard, Dedicated graphics, Long battery life, Touch screen",4.4,53
640,Samsung Galaxy Z Flip 5,Smartphone,Samsung,184589,Reliable smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.3-inch Retina, Storage: 256GB, RAM: 12GB, Battery: 3098mAh","5G, AI photography, Fast charging, Multiple cameras, Face unlock, Water resistant",4.1,76
641,Apple iPhone 15 Pro Max,Smartphone,Apple,80697,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 4462mAh","High refresh rate, Wireless charging, Fingerprint, Water resistant",4.3,73
642,Framework Laptop 13,Laptop,Framework,21161,Advanced laptop designed for business with exceptional performance and modern features.,"Display: 17.1-inch QHD, Storage: 256GB SSD, RAM: 32GB, Processor: Intel i5","Wi-Fi 6, Touch screen, USB-C",4.3,92
643,Xiaomi 13T Pro,Smartphone,Xiaomi,77971,Reliable smartphone designed for content creation with exceptional performance and modern features.,"Display: 8.2-inch OLED, Storage: 128GB, RAM: 8GB, Battery: 5725mAh","Water resistant, Multiple cameras, Wireless charging",4.7,93
644,Oppo Reno10 Pro+,Smartphone,Oppo,277955,Innovative smartphone designed for business with exceptional performance and modern features.,"Display: 6.2-inch AMOLED, Storage: 1TB, RAM: 12GB, Battery: 4377mAh","Fingerprint, Water resistant, Wireless charging, Face unlock",4.2,91
645,Dell Inspiron 15,Laptop,Dell,34511,Versatile laptop designed for creativity with exceptional performance and modern features.,"Display: 14.3-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Dedicated graphics, Wi-Fi 6, SSD storage, Long battery life",4.2,99
646,Gigabyte Aero 16 OLED,Laptop,Gigabyte,256162,Innovative laptop designed for gaming with exceptional performance and modern features.,"Display: 14.5-inch 2K, Storage: 256GB SSD, RAM: 32GB, Processor: M3","Long battery life, Lightweight, Thunderbolt",3.8,96
647,Nokia G42,Smartphone,Nokia,262325,Innovative smartphone designed for business with exceptional performance and modern features.,"Display: 6.2-inch AMOLED, Storage: 1TB, RAM: 12GB, Battery: 4377mAh","Fingerprint, Water resistant, Wireless charging, Face unlock",3.8,37
648,Huawei Mate 50 Pro,Smartphone,Huawei,89027,Reliable smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 512GB, RAM: 6GB, Battery: 4519mAh","5G, Fast charging, AI photography, Face unlock, Multiple cameras, AMOLED display",3.8,74
649,Acer Swift Edge 16,Laptop,Acer,182327,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Fingerprint reader, USB-C, Lightweight, Backlit keyboard",4.6,34
650,Microsoft Surface Laptop 5,Laptop,Microsoft,43207,Sleek laptop designed for productivity with exceptional performance and modern features.,"Display: 16.9-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i5","USB-C, Touch screen, Wi-Fi 6, Backlit keyboard, Lightweight",4.0,68
651,Dell Alienware m18,Laptop,Dell,23264,Reliable laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.9-inch 4K, Storage: 256GB SSD, RAM: 8GB, Processor: M2","SSD storage, Touch screen, Fingerprint reader, Thunderbolt, USB-C, Wi-Fi 6",4.4,9
652,Samsung Galaxy S24 Ultra,Smartphone,Samsung,51259,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.7-inch Retina, Storage: 128GB, RAM: 8GB, Battery: 3377mAh","AI photography, Wireless charging, Water resistant",4.3,29
653,Poco F5 Pro,Smartphone,Poco,114309,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 256GB, RAM: 8GB, Battery: 4948mAh","Multiple cameras, Wireless charging, Face unlock, Fingerprint",4.2,62
654,Apple MacBook Pro 16-inch (M2 Max),Laptop,Apple,55561,Premium laptop designed for professional work with exceptional performance and modern features.,"Display: 13.2-inch FHD, Storage: 1TB SSD, RAM: 8GB, Processor: M1","Fingerprint reader, Lightweight, Long battery life",3.7,28
655,System76 Oryx Pro,Laptop,System76,216005,Advanced laptop designed for business with exceptional performance and modern features.,"Display: 17.1-inch QHD, Storage: 256GB SSD, RAM: 32GB, Processor: Intel i5","Wi-Fi 6, Touch screen, USB-C",3.9,84
656,Vivo T2 Pro,Smartphone,Vivo,296322,High-performance smartphone designed for content creation with exceptional performance and modern features.,"Display: 7.7-inch Retina, Storage: 256GB, RAM: 12GB, Battery: 4407mAh","Face unlock, AI photography, Fast charging, Wireless charging, Multiple cameras",4.2,15
657,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,39094,Professional laptop designed for creativity with exceptional performance and modern features.,"Display: 15.8-inch 4K, Storage: 256GB SSD, RAM: 32GB, Processor: M3","SSD storage, Fingerprint reader, Backlit keyboard, Dedicated graphics, USB-C",4.2,47
658,Nothing Phone (2),Smartphone,Nothing,151447,Reliable smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 1TB, RAM: 6GB, Battery: 3212mAh","AMOLED display, 5G, Face unlock, AI photography, Multiple cameras",4.9,76
659,Asus ROG Phone 8 Pro,Smartphone,Asus,212359,Premium smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.3-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4623mAh","AI photography, Face unlock, Fast charging, Wireless charging",4.5,89
660,Microsoft Surface Laptop Go 3,Laptop,Microsoft,122349,Sleek laptop designed for gaming with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i9","Touch screen, SSD storage, Fingerprint reader",3.7,73
661,Asus ROG Phone 8 Pro,Smartphone,Asus,74168,High-performance smartphone designed for entertainment with exceptional performance and modern features.,"Display: 9.0-inch OLED, Storage: 64GB, RAM: 8GB, Battery: 4645mAh","Face unlock, Water resistant, 5G, High refresh rate, AMOLED display",4.4,54
662,Panasonic Toughbook 40,Laptop,Panasonic,235099,Versatile laptop designed for business with exceptional performance and modern features.,"Display: 13.4-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: M1","Dedicated graphics, Touch screen, Wi-Fi 6, Backlit keyboard",4.1,40
663,Acer Aspire 5,Laptop,Acer,45970,Versatile laptop designed for creativity with exceptional performance and modern features.,"Display: 14.3-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Dedicated graphics, Wi-Fi 6, SSD storage, Long battery life",3.9,62
664,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,81936,Sleek laptop designed for productivity with exceptional performance and modern features.,"Display: 14.3-inch 4K, Storage: 512GB SSD, RAM: 16GB, Processor: Intel i7","USB-C, Dedicated graphics, SSD storage, Lightweight, Thunderbolt, Touch screen",4.0,70
665,Nokia G42,Smartphone,Nokia,61508,Professional smartphone designed for professional work with exceptional performance and modern features.,"Display: 6.9-inch Retina, Storage: 512GB, RAM: 4GB, Battery: 5975mAh","High refresh rate, Wireless charging, Multiple cameras, Water resistant, Fast charging",3.6,37
666,Nothing Phone (2),Smartphone,Nothing,297354,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 7.1-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4621mAh","AI photography, Face unlock, High refresh rate, 5G",4.6,32
667,OnePlus Nord 3,Smartphone,OnePlus,42153,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.9-inch LCD, Storage: 256GB, RAM: 6GB, Battery: 5951mAh","Wireless charging, Water resistant, Fast charging, AMOLED display, AI photography, High refresh rate",4.6,31
668,OnePlus 11R,Smartphone,OnePlus,126318,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 11.8-inch OLED, Storage: 512GB, RAM: 16GB, Battery: 5294mAh","5G, Face unlock, Fingerprint, Wireless charging, AI photography",4.6,9
669,OnePlus 12,Smartphone,OnePlus,235592,Sleek smartphone designed for business with exceptional performance and modern features.,"Display: 9.8-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Wireless charging, Multiple cameras, High refresh rate",4.5,47
